Date,Cyano,Green.Algae,Diatoms,Total.Conc,Reflection,Mesocosm.No,Pred.Treatment,Heat.Treatment,Treatment,Rep,Period
29/07/2019,0.63,0,2.83,3.46,10,36,Present,Ambient,5,2,Ambient
29/07/2019,0.46,0,3.23,3.69,10,37,Absent,Ambient,6,3.1,Ambient
29/07/2019,0.44,0,2.65,3.09,6,37,Absent,Ambient,6,3.2,Ambient
29/07/2019,0.44,0,2.38,2.82,2,37,Absent,Ambient,6,3,Ambient
29/07/2019,0.83,0,3.94,4.77,5,38,Absent,Ambient,6,4.1,Ambient
29/07/2019,0.78,0,3.2,3.98,11,38,Absent,Ambient,6,4.2,Ambient
29/07/2019,0.63,0,3.25,3.88,8,38,Absent,Ambient,6,4,Ambient
29/07/2019,0.74,0,3.36,4.1,13,39,Present,Ambient,5,3.1,Ambient
29/07/2019,0.69,0,3.58,4.27,17,39,Present,Ambient,5,3.2,Ambient
29/07/2019,0.57,0,3.37,3.94,15,39,Present,Ambient,5,3,Ambient
29/07/2019,0.98,0,4.37,5.35,8,40,Present,Ambient,5,4.1,Ambient
29/07/2019,0.59,0,3.41,4,11,40,Present,Ambient,5,4.2,Ambient
29/07/2019,0.75,0,3.42,4.17,12,40,Present,Ambient,5,4,Ambient
29/07/2019,0.5,0,3.21,3.71,6,41,Absent,Ambient,6,5.1,Ambient
29/07/2019,0.75,0,3.28,4.03,5,41,Absent,Ambient,6,5.2,Ambient
29/07/2019,0.4,0,2.34,2.74,2,41,Absent,Ambient,6,5,Ambient
29/07/2019,0.41,0,1.77,2.18,9,42,Absent,Ambient,6,6.1,Ambient
29/07/2019,0.65,0,2.96,3.61,9,42,Absent,Ambient,6,6.2,Ambient
29/07/2019,0.55,0,2.99,3.54,3,42,Absent,Ambient,6,6,Ambient
29/07/2019,0.82,0,4.08,4.9,7,43,Present,Ambient,5,5.1,Ambient
29/07/2019,0.73,0,3.4,4.13,11,43,Present,Ambient,5,5.2,Ambient
29/07/2019,0.52,0,3.36,3.88,10,43,Present,Ambient,5,5,Ambient
29/07/2019,1.04,0,5.28,6.32,10,44,Present,Ambient,5,6.1,Ambient
29/07/2019,0.73,0,4.47,5.2,6,44,Present,Ambient,5,6.2,Ambient
29/07/2019,0.36,0,2.37,2.73,12,44,Present,Ambient,5,6,Ambient
29/07/2019,0.75,0,3.88,4.63,9,45,Absent,Ambient,6,7.1,Ambient
29/07/2019,0.53,0,3.28,3.81,8,45,Absent,Ambient,6,7.2,Ambient
29/07/2019,0.43,0,3.33,3.76,6,45,Absent,Ambient,6,7,Ambient
29/07/2019,0.64,0,3.24,3.88,4,46,Absent,Ambient,6,8.1,Ambient
29/07/2019,0.45,0,2.66,3.11,9,46,Absent,Ambient,6,8.2,Ambient
29/07/2019,0.9,0,4.31,5.21,6,46,Absent,Ambient,6,8,Ambient
29/07/2019,0.59,0,3.36,3.95,6,47,Present,Ambient,5,7.1,Ambient
29/07/2019,0.61,0,3.32,3.93,12,47,Present,Ambient,5,7.2,Ambient
29/07/2019,0.43,0,2.13,2.56,13,47,Present,Ambient,5,7,Ambient
29/07/2019,0.52,0,2.02,2.54,16,48,Present,Ambient,5,8.1,Ambient
29/07/2019,0.96,0,2.95,3.91,13,48,Present,Ambient,5,8.2,Ambient
29/07/2019,0.6,0,2.29,2.89,16,48,Present,Ambient,5,8,Ambient
30/07/2019,0.48,0,2.24,2.72,6,1,Absent,Future,2,1,Heatwave
30/07/2019,0.51,0,1.57,2.08,8,2,Absent,Future,2,2.1,Heatwave
30/07/2019,0.31,0,2.12,2.43,3,2,Absent,Future,2,2.2,Heatwave
30/07/2019,0.47,0,2.85,3.32,7,2,Absent,Future,2,2,Heatwave
30/07/2019,0.63,0,1.54,2.17,15,3,Present,Future,1,1.1,Heatwave
30/07/2019,0.45,0,2.9,3.35,6,3,Present,Future,1,1.2,Heatwave
30/07/2019,0.45,0,1.53,1.98,7,3,Present,Future,1,1,Heatwave
30/07/2019,0.45,0,1.78,2.23,9,4,Present,Future,1,2.1,Heatwave
30/07/2019,0.34,0,1.01,1.35,22,4,Present,Future,1,2.2,Heatwave
30/07/2019,0.49,0,2.31,2.8,19,4,Present,Future,1,2,Heatwave
30/07/2019,0.23,0,0.68,0.91,17,5,Absent,Future,2,3.1,Heatwave
30/07/2019,0.25,0,0.97,1.22,15,5,Absent,Future,2,3.2,Heatwave
30/07/2019,0.3,0.04,0.89,1.23,12,5,Absent,Future,2,3,Heatwave
30/07/2019,0.36,0,1.26,1.62,8,6,Absent,Future,2,4.1,Heatwave
30/07/2019,0.27,0,1.37,1.64,7,6,Absent,Future,2,4.2,Heatwave
30/07/2019,0.54,0,1.64,2.18,11,6,Absent,Future,2,4,Heatwave
30/07/2019,0.37,0,1.24,1.61,15,7,Present,Future,1,3.1,Heatwave
30/07/2019,0.34,0,0.97,1.31,21,7,Present,Future,1,3.2,Heatwave
30/07/2019,0.38,0,1.14,1.52,20,7,Present,Future,1,3,Heatwave
30/07/2019,0.28,0.17,0.65,1.1,19,8,Present,Future,1,4.1,Heatwave
30/07/2019,0.25,0.07,0.66,0.98,22,8,Present,Future,1,4.2,Heatwave
30/07/2019,0.42,0,0.87,1.29,20,8,Present,Future,1,4,Heatwave
30/07/2019,0.45,0,1.68,2.13,6,9,Absent,Future,2,5.1,Heatwave
30/07/2019,0.39,0,1.47,1.86,6,9,Absent,Future,2,5.2,Heatwave
30/07/2019,0.4,0,1.26,1.66,11,9,Absent,Future,2,5,Heatwave
30/07/2019,0.38,0,0.93,1.31,10,10,Absent,Future,2,6.1,Heatwave
30/07/2019,0.5,0,1.26,1.76,10,10,Absent,Future,2,6.2,Heatwave
30/07/2019,0.46,0,1.45,1.91,11,10,Absent,Future,2,6,Heatwave
30/07/2019,0.3,0,0.95,1.25,17,11,Present,Future,1,5.1,Heatwave
30/07/2019,0.33,0,0.84,1.17,20,11,Present,Future,1,5.2,Heatwave
30/07/2019,0.85,0,1.78,2.63,16,11,Present,Future,1,5,Heatwave
30/07/2019,0.56,0,1.57,2.13,8,12,Present,Future,1,6.1,Heatwave
30/07/2019,0.79,0,4.71,5.5,1,12,Present,Future,1,6.2,Heatwave
30/07/2019,0.96,0,4.05,5.01,10,12,Present,Future,1,6,Heatwave
30/07/2019,0.43,0,1.69,2.12,5,13,Absent,Future,2,7.1,Heatwave
30/07/2019,0.47,0,1.71,2.18,8,13,Absent,Future,2,7.2,Heatwave
30/07/2019,0.51,0,1.7,2.21,7,13,Absent,Future,2,7,Heatwave
30/07/2019,0.46,0,1.95,2.41,5,14,Absent,Future,2,8.1,Heatwave
30/07/2019,0.27,0,1.02,1.29,7,14,Absent,Future,2,8.2,Heatwave
30/07/2019,0.4,0,1.44,1.84,6,14,Absent,Future,2,8,Heatwave
30/07/2019,0.28,0,0.93,1.21,19,15,Present,Future,1,7.1,Heatwave
30/07/2019,0.49,0,2.07,2.56,15,15,Present,Future,1,7.2,Heatwave
30/07/2019,0.77,0,1.9,2.67,13,15,Present,Future,1,7,Heatwave
30/07/2019,0.28,0,0.91,1.19,14,16,Present,Future,1,8.1,Heatwave
30/07/2019,0.33,0,1.65,1.98,8,16,Present,Future,1,8.2,Heatwave
30/07/2019,0.39,0,1.36,1.75,14,16,Present,Future,1,8,Heatwave
30/07/2019,0.39,0,1.78,2.17,15,17,Absent,Current,4,1,Heatwave
30/07/2019,0.43,0,1.11,1.54,9,18,Absent,Current,4,2.1,Heatwave
30/07/2019,0.47,0,1.89,2.36,8,18,Absent,Current,4,2.2,Heatwave
30/07/2019,0.53,0,1.93,2.46,5,18,Absent,Current,4,2,Heatwave
30/07/2019,0.47,0,1.22,1.69,15,19,Present,Current,3,1.1,Heatwave
30/07/2019,0.31,0,0.82,1.13,21,19,Present,Current,3,1.2,Heatwave
30/07/2019,0.42,0,1.21,1.63,16,19,Present,Current,3,1,Heatwave
30/07/2019,0.5,0.04,1.22,1.76,13,20,Present,Current,3,2.1,Heatwave
30/07/2019,0.24,0,0.88,1.12,21,20,Present,Current,3,2.2,Heatwave
30/07/2019,0.33,0,1.97,2.3,19,20,Present,Current,3,2,Heatwave
30/07/2019,0.32,0,1.29,1.61,8,21,Absent,Current,4,3.1,Heatwave
30/07/2019,0.25,0,0.71,0.96,13,21,Absent,Current,4,3.2,Heatwave
30/07/2019,0.64,0,3.57,4.21,2,21,Absent,Current,4,3,Heatwave
30/07/2019,0.33,0,0.92,1.25,9,22,Absent,Current,4,4.1,Heatwave
30/07/2019,0.42,0,2.19,2.61,14,22,Absent,Current,4,4.2,Heatwave
30/07/2019,0.48,0,2.79,3.27,2,22,Absent,Current,4,4,Heatwave
30/07/2019,0.3,0,1.2,1.5,13,23,Present,Current,3,3.1,Heatwave
30/07/2019,0.4,0,1.06,1.46,13,23,Present,Current,3,3.2,Heatwave
30/07/2019,0.46,0,1.17,1.63,14,23,Present,Current,3,3,Heatwave
30/07/2019,0.45,0,1.5,1.95,6,24,Present,Current,3,4.1,Heatwave
30/07/2019,0.48,0,2.15,2.63,12,24,Present,Current,3,4.2,Heatwave
30/07/2019,0.58,0,2.18,2.76,14,24,Present,Current,3,4,Heatwave
30/07/2019,0.3,0.02,0.86,1.18,11,25,Absent,Current,4,5.1,Heatwave
30/07/2019,0.38,0,1.03,1.41,13,25,Absent,Current,4,5.2,Heatwave
30/07/2019,0.37,0,3.39,3.76,5,25,Absent,Current,4,5,Heatwave
30/07/2019,0.32,0,0.84,1.16,13,26,Absent,Current,4,6.1,Heatwave
30/07/2019,0.33,0,0.94,1.27,12,26,Absent,Current,4,6.2,Heatwave
30/07/2019,0.32,0,1.05,1.37,13,26,Absent,Current,4,6,Heatwave
30/07/2019,0.36,0,2.35,2.71,3,27,Present,Current,3,5.1,Heatwave
30/07/2019,0.33,0,0.96,1.29,17,27,Present,Current,3,5.2,Heatwave
30/07/2019,0.55,0,1.94,2.49,10,27,Present,Current,3,5,Heatwave
30/07/2019,0.36,0,0.83,1.19,20,28,Present,Current,3,6.1,Heatwave
30/07/2019,0.3,0,1.32,1.62,21,28,Present,Current,3,6.2,Heatwave
30/07/2019,0.3,0,1.09,1.39,16,28,Present,Current,3,6,Heatwave
30/07/2019,0.4,0,1.3,1.7,5,29,Absent,Current,4,7.1,Heatwave
30/07/2019,0.35,0,1.32,1.67,8,29,Absent,Current,4,7.2,Heatwave
30/07/2019,0.45,0,1.85,2.3,7,29,Absent,Current,4,7,Heatwave
30/07/2019,0.42,0,1.05,1.47,9,30,Absent,Current,4,8.1,Heatwave
30/07/2019,0.48,0,1.28,1.76,8,30,Absent,Current,4,8.2,Heatwave
30/07/2019,0.37,0,1.41,1.78,2,30,Absent,Current,4,8,Heatwave
30/07/2019,0.59,0,1.71,2.3,10,31,Present,Current,3,7.1,Heatwave
30/07/2019,0.5,0,1.19,1.69,15,31,Present,Current,3,7.2,Heatwave
30/07/2019,0.39,0,1.46,1.85,12,31,Present,Current,3,7,Heatwave
30/07/2019,0.56,0,1.25,1.81,12,32,Present,Current,3,8.1,Heatwave
30/07/2019,0.41,0.01,1.25,1.67,20,32,Present,Current,3,8.2,Heatwave
30/07/2019,0.3,0,1.5,1.8,15,32,Present,Current,3,8,Heatwave
30/07/2019,0.26,0,0.84,1.1,10,33,Absent,Ambient,6,1.1,Ambient.1
30/07/2019,0.22,0.1,0.67,0.99,15,33,Absent,Ambient,6,1.2,Ambient.1
30/07/2019,0.28,0,1.8,2.08,4,33,Absent,Ambient,6,1,Ambient.1
30/07/2019,0.36,0,0.92,1.28,11,34,Absent,Ambient,6,2.1,Ambient.1
30/07/2019,0.37,0,0.97,1.34,17,34,Absent,Ambient,6,2.2,Ambient.1
30/07/2019,0.38,0,1.23,1.61,9,34,Absent,Ambient,6,2,Ambient.1
30/07/2019,0.45,0,1.2,1.65,10,35,Present,Ambient,5,1.1,Ambient.1
30/07/2019,0.48,0,2.24,2.72,8,35,Present,Ambient,5,1.2,Ambient.1
30/07/2019,0.46,0,1.73,2.19,14,35,Present,Ambient,5,1,Ambient.1
30/07/2019,0.52,0,2.12,2.64,7,36,Present,Ambient,5,2.1,Ambient.1
30/07/2019,0.34,0,0.9,1.24,13,36,Present,Ambient,5,2.2,Ambient.1
30/07/2019,0.42,0,1.69,2.11,5,36,Present,Ambient,5,2,Ambient.1
30/07/2019,0.32,0.16,1.17,1.65,11,37,Absent,Ambient,6,3.1,Ambient.1
30/07/2019,0.35,0,1.53,1.88,6,37,Absent,Ambient,6,3.2,Ambient.1
30/07/2019,0.37,0,1.38,1.75,3,37,Absent,Ambient,6,3,Ambient.1
30/07/2019,0.44,0,1.15,1.59,9,38,Absent,Ambient,6,4.1,Ambient.1
30/07/2019,0.41,0,1.1,1.51,11,38,Absent,Ambient,6,4.2,Ambient.1
30/07/2019,0.42,0,2.18,2.6,5,38,Absent,Ambient,6,4,Ambient.1
30/07/2019,0.37,0,1.21,1.58,12,39,Present,Ambient,5,3.1,Ambient.1
30/07/2019,0.27,0,0.8,1.07,23,39,Present,Ambient,5,3.2,Ambient.1
30/07/2019,0.4,0,1.52,1.92,10,39,Present,Ambient,5,3,Ambient.1
30/07/2019,0.35,0,1.01,1.36,14,40,Present,Ambient,5,4.1,Ambient.1
30/07/2019,0.31,0,1.03,1.34,11,40,Present,Ambient,5,4.2,Ambient.1
30/07/2019,0.34,0,1.36,1.7,13,40,Present,Ambient,5,4,Ambient.1
30/07/2019,0.31,0.03,1.32,1.66,9,41,Absent,Ambient,6,5.1,Ambient.1
30/07/2019,0.46,0,1.86,2.32,7,41,Absent,Ambient,6,5.2,Ambient.1
30/07/2019,0.32,0,1.1,1.42,5,41,Absent,Ambient,6,5,Ambient.1
30/07/2019,0.28,0,0.79,1.07,7,42,Absent,Ambient,6,6.1,Ambient.1
30/07/2019,0.33,0,1.52,1.85,11,42,Absent,Ambient,6,6.2,Ambient.1
30/07/2019,0.32,0.02,1.5,1.84,8,42,Absent,Ambient,6,6,Ambient.1
30/07/2019,0.6,0,2.34,2.94,10,43,Present,Ambient,5,5.1,Ambient.1
30/07/2019,0.45,0,1.41,1.86,13,43,Present,Ambient,5,5.2,Ambient.1
30/07/2019,0.36,0,1.08,1.44,11,43,Present,Ambient,5,5,Ambient.1
30/07/2019,0.57,0,1.34,1.91,13,44,Present,Ambient,5,6.1,Ambient.1
30/07/2019,0.37,0,1.57,1.94,9,44,Present,Ambient,5,6.2,Ambient.1
30/07/2019,0.24,0.07,1.1,1.41,21,44,Present,Ambient,5,6,Ambient.1
30/07/2019,0.32,0,0.85,1.17,14,45,Absent,Ambient,6,7.1,Ambient.1
30/07/2019,0.49,0,1.34,1.83,9,45,Absent,Ambient,6,7.2,Ambient.1
30/07/2019,0.4,0,1.64,2.04,6,45,Absent,Ambient,6,7,Ambient.1
30/07/2019,0.37,0,1.05,1.42,7,46,Absent,Ambient,6,8.1,Ambient.1
30/07/2019,0.31,0.01,1.02,1.34,10,46,Absent,Ambient,6,8.2,Ambient.1
30/07/2019,0.38,0,2.85,3.23,4,46,Absent,Ambient,6,8,Ambient.1
30/07/2019,0.42,0,1.51,1.93,10,47,Present,Ambient,5,7.1,Ambient.1
30/07/2019,0.58,0,2.12,2.7,10,47,Present,Ambient,5,7.2,Ambient.1
30/07/2019,0.24,0,1.46,1.7,19,47,Present,Ambient,5,7,Ambient.1
30/07/2019,0.38,0,0.97,1.35,18,48,Present,Ambient,5,8.1,Ambient.1
30/07/2019,0.71,0,1.83,2.54,14,48,Present,Ambient,5,8.2,Ambient.1
30/07/2019,0.49,0,1.16,1.65,16,48,Present,Ambient,5,8,Ambient.1
31/07/2019,0.54,0,1.81,2.35,8,1,Absent,Future,2,1,Heatwave
31/07/2019,0.81,0,3.47,4.28,7,2,Absent,Future,2,2.1,Heatwave
31/07/2019,0.56,0,2.47,3.03,8,2,Absent,Future,2,2.2,Heatwave
31/07/2019,0.49,0,2.68,3.17,7,2,Absent,Future,2,2,Heatwave
31/07/2019,0.78,0,2.78,3.56,12,3,Present,Future,1,1.1,Heatwave
31/07/2019,0.44,0,2.38,2.82,7,3,Present,Future,1,1.2,Heatwave
31/07/2019,0.44,0,2.44,2.88,5,3,Present,Future,1,1,Heatwave
31/07/2019,0.69,0,3.01,3.7,5,4,Present,Future,1,2.1,Heatwave
31/07/2019,0.46,0,2.73,3.19,9,4,Present,Future,1,2.2,Heatwave
31/07/2019,0.55,0,1.92,2.47,11,4,Present,Future,1,2,Heatwave
31/07/2019,0.33,0,1.38,1.71,15,5,Absent,Future,2,3.1,Heatwave
31/07/2019,0.29,0,1.51,1.8,12,5,Absent,Future,2,3.2,Heatwave
31/07/2019,0.31,0,1.69,2,5,5,Absent,Future,2,3,Heatwave
31/07/2019,0.42,0,1.98,2.4,8,6,Absent,Future,2,4.1,Heatwave
31/07/2019,0.31,0,1.41,1.72,7,6,Absent,Future,2,4.2,Heatwave
31/07/2019,0.6,0,2.58,3.18,9,6,Absent,Future,2,4,Heatwave
31/07/2019,0.47,0,1.62,2.09,15,7,Present,Future,1,3.1,Heatwave
31/07/2019,0.45,0,1.4,1.85,20,7,Present,Future,1,3.2,Heatwave
31/07/2019,0.48,0,1.54,2.02,18,7,Present,Future,1,3,Heatwave
31/07/2019,0.39,0,0.89,1.28,18,8,Present,Future,1,4.1,Heatwave
31/07/2019,0.32,0.01,1.07,1.4,21,8,Present,Future,1,4.2,Heatwave
31/07/2019,0.48,0,1.15,1.63,20,8,Present,Future,1,4,Heatwave
31/07/2019,0.45,0,1.66,2.11,5,9,Absent,Future,2,5.1,Heatwave
31/07/2019,0.46,0,1.47,1.93,4,9,Absent,Future,2,5.2,Heatwave
31/07/2019,0.57,0,1.96,2.53,11,9,Absent,Future,2,5,Heatwave
31/07/2019,0.35,0,1.1,1.45,9,10,Absent,Future,2,6.1,Heatwave
31/07/2019,0.5,0,1.51,2.01,10,10,Absent,Future,2,6.2,Heatwave
31/07/2019,0.5,0,1.88,2.38,8,10,Absent,Future,2,6,Heatwave
31/07/2019,0.6,0,2.35,2.95,12,11,Present,Future,1,5.1,Heatwave
31/07/2019,0.52,0,1.63,2.15,16,11,Present,Future,1,5.2,Heatwave
31/07/2019,0.99,0,2.54,3.53,13,11,Present,Future,1,5,Heatwave
31/07/2019,0.68,0,1.83,2.51,9,12,Present,Future,1,6.1,Heatwave
31/07/2019,0.78,0,5.04,5.82,2,12,Present,Future,1,6.2,Heatwave
31/07/2019,0.7,0,2.09,2.79,9,12,Present,Future,1,6,Heatwave
31/07/2019,0.56,0,1.96,2.52,4,13,Absent,Future,2,7.1,Heatwave
31/07/2019,0.82,0,3.39,4.21,7,13,Absent,Future,2,7.2,Heatwave
31/07/2019,0.68,0,3.21,3.89,3,13,Absent,Future,2,7,Heatwave
31/07/2019,0.48,0,2.03,2.51,6,14,Absent,Future,2,8.1,Heatwave
31/07/2019,0.4,0,1.73,2.13,6,14,Absent,Future,2,8.2,Heatwave
31/07/2019,0.44,0,3.02,3.46,3,14,Absent,Future,2,8,Heatwave
31/07/2019,0.48,0,1.55,2.03,13,15,Present,Future,1,7.1,Heatwave
31/07/2019,0.45,0,1.88,2.33,15,15,Present,Future,1,7.2,Heatwave
31/07/2019,0.95,0,2.56,3.51,12,15,Present,Future,1,7,Heatwave
31/07/2019,0.33,0,1.14,1.47,13,16,Present,Future,1,8.1,Heatwave
31/07/2019,0.43,0,1.65,2.08,13,16,Present,Future,1,8.2,Heatwave
31/07/2019,0.49,0,2.07,2.56,15,16,Present,Future,1,8,Heatwave
31/07/2019,0.45,0,2.43,2.88,9,17,Absent,Current,4,1,Heatwave
31/07/2019,0.65,0,2.6,3.25,5,18,Absent,Current,4,2.1,Heatwave
31/07/2019,0.44,0,2.56,3,9,18,Absent,Current,4,2.2,Heatwave
31/07/2019,0.74,0,2.61,3.35,5,18,Absent,Current,4,2,Heatwave
31/07/2019,0.62,0,1.91,2.53,14,19,Present,Current,3,1.1,Heatwave
31/07/2019,0.49,0,1.73,2.22,21,19,Present,Current,3,1.2,Heatwave
31/07/2019,1,0,3.94,4.94,10,19,Present,Current,3,1,Heatwave
31/07/2019,0.81,0,2.15,2.96,12,20,Present,Current,3,2.1,Heatwave
31/07/2019,0.68,0,3.32,4,17,20,Present,Current,3,2.2,Heatwave
31/07/2019,0.51,0,3.41,3.92,17,20,Present,Current,3,2,Heatwave
31/07/2019,0.56,0,3.12,3.68,7,21,Absent,Current,4,3.1,Heatwave
31/07/2019,0.46,0,1.97,2.43,15,21,Absent,Current,4,3.2,Heatwave
31/07/2019,0.58,0,2.99,3.57,3,21,Absent,Current,4,3,Heatwave
31/07/2019,0.44,0,1.65,2.09,5,22,Absent,Current,4,4.1,Heatwave
31/07/2019,0.8,0,3.43,4.23,9,22,Absent,Current,4,4.2,Heatwave
31/07/2019,0.76,0,3.83,4.59,3,22,Absent,Current,4,4,Heatwave
31/07/2019,0.45,0,1.76,2.21,18,23,Present,Current,3,3.1,Heatwave
31/07/2019,0.62,0,2.52,3.14,13,23,Present,Current,3,3.2,Heatwave
31/07/2019,1.16,0,4.35,5.51,16,23,Present,Current,3,3,Heatwave
31/07/2019,0.53,0,3.31,3.84,4,24,Present,Current,3,4.1,Heatwave
31/07/2019,0.82,0,4.13,4.95,7,24,Present,Current,3,4.2,Heatwave
31/07/2019,0.69,0,2.66,3.35,10,24,Present,Current,3,4,Heatwave
31/07/2019,0.75,0,4.32,5.07,4,25,Absent,Current,4,5.1,Heatwave
31/07/2019,0.48,0,2.9,3.38,8,25,Absent,Current,4,5.2,Heatwave
31/07/2019,0.39,0,3.37,3.76,4,25,Absent,Current,4,5,Heatwave
31/07/2019,0.49,0,1.83,2.32,15,26,Absent,Current,4,6.1,Heatwave
31/07/2019,0.47,0,2.06,2.53,12,26,Absent,Current,4,6.2,Heatwave
31/07/2019,0.37,0,1.72,2.09,14,26,Absent,Current,4,6,Heatwave
31/07/2019,0.27,0,3.26,3.53,3,27,Present,Current,3,5.1,Heatwave
31/07/2019,0.57,0,2.31,2.88,16,27,Present,Current,3,5.2,Heatwave
31/07/2019,0.48,0,2.54,3.02,6,27,Present,Current,3,5,Heatwave
31/07/2019,0.59,0,1.87,2.46,15,28,Present,Current,3,6.1,Heatwave
31/07/2019,0.39,0,1.89,2.28,14,28,Present,Current,3,6.2,Heatwave
31/07/2019,0.49,0,2.31,2.8,14,28,Present,Current,3,6,Heatwave
31/07/2019,0.41,0,1.32,1.73,3,29,Absent,Current,4,7.1,Heatwave
31/07/2019,0.43,0,1.92,2.35,8,29,Absent,Current,4,7.2,Heatwave
31/07/2019,0.51,0,3.28,3.79,4,29,Absent,Current,4,7,Heatwave
31/07/2019,0.42,0,1.33,1.75,5,30,Absent,Current,4,8.1,Heatwave
31/07/2019,0.55,0,1.69,2.24,6,30,Absent,Current,4,8.2,Heatwave
31/07/2019,0.49,0,1.64,2.13,3,30,Absent,Current,4,8,Heatwave
31/07/2019,0.6,0,2.09,2.69,12,31,Present,Current,3,7.1,Heatwave
31/07/2019,0.55,0,2.9,3.45,12,31,Present,Current,3,7.2,Heatwave
31/07/2019,0.47,0,3.26,3.73,9,31,Present,Current,3,7,Heatwave
31/07/2019,1.04,0,3.6,4.64,10,32,Present,Current,3,8.1,Heatwave
31/07/2019,0.51,0,2.96,3.47,9,32,Present,Current,3,8.2,Heatwave
31/07/2019,0.46,0,1.97,2.43,14,32,Present,Current,3,8,Heatwave
31/07/2019,0.28,0,0.88,1.16,9,33,Absent,Ambient,6,1.1,Ambient.1
31/07/2019,0.37,0,2.3,2.67,6,33,Absent,Ambient,6,1.2,Ambient.1
31/07/2019,0.34,0,2.31,2.65,3,33,Absent,Ambient,6,1,Ambient.1
31/07/2019,0.36,0,1.11,1.47,10,34,Absent,Ambient,6,2.1,Ambient.1
31/07/2019,0.45,0,2.12,2.57,11,34,Absent,Ambient,6,2.2,Ambient.1
31/07/2019,0.62,0,2.12,2.74,8,34,Absent,Ambient,6,2,Ambient.1
31/07/2019,0.48,0,1.54,2.02,7,35,Present,Ambient,5,1.1,Ambient.1
31/07/2019,0.22,0,1.33,1.55,17,35,Present,Ambient,5,1.2,Ambient.1
31/07/2019,0.41,0,2.32,2.73,8,35,Present,Ambient,5,1,Ambient.1
31/07/2019,0.66,0,2.22,2.88,7,36,Present,Ambient,5,2.1,Ambient.1
31/07/2019,0.33,0,1.25,1.58,11,36,Present,Ambient,5,2.2,Ambient.1
31/07/2019,0.46,0,3.12,3.58,5,36,Present,Ambient,5,2,Ambient.1
31/07/2019,0.28,0,1.81,2.09,10,37,Absent,Ambient,6,3.1,Ambient.1
31/07/2019,0.27,0,2.16,2.43,6,37,Absent,Ambient,6,3.2,Ambient.1
31/07/2019,0.52,0,3.25,3.77,1,37,Absent,Ambient,6,3,Ambient.1
31/07/2019,0.38,0.03,1.02,1.43,10,38,Absent,Ambient,6,4.1,Ambient.1
31/07/2019,0.49,0,1.69,2.18,9,38,Absent,Ambient,6,4.2,Ambient.1
31/07/2019,0.37,0,1.76,2.13,6,38,Absent,Ambient,6,4,Ambient.1
31/07/2019,0.45,0,2.61,3.06,9,39,Present,Ambient,5,3.1,Ambient.1
31/07/2019,0.32,0,0.9,1.22,19,39,Present,Ambient,5,3.2,Ambient.1
31/07/2019,0.36,0,1.51,1.87,13,39,Present,Ambient,5,3,Ambient.1
31/07/2019,0.36,0,1.06,1.42,10,40,Present,Ambient,5,4.1,Ambient.1
31/07/2019,0.43,0,2.42,2.85,9,40,Present,Ambient,5,4.2,Ambient.1
31/07/2019,0.4,0,1.77,2.17,10,40,Present,Ambient,5,4,Ambient.1
31/07/2019,0.37,0,3.01,3.38,3,41,Absent,Ambient,6,5.1,Ambient.1
31/07/2019,0.42,0,1.18,1.6,10,41,Absent,Ambient,6,5.2,Ambient.1
31/07/2019,0.3,0,2.14,2.44,4,41,Absent,Ambient,6,5,Ambient.1
31/07/2019,0.23,0.13,0.76,1.12,9,42,Absent,Ambient,6,6.1,Ambient.1
31/07/2019,0.33,0,1.74,2.07,10,42,Absent,Ambient,6,6.2,Ambient.1
31/07/2019,0.41,0,2.47,2.88,4,42,Absent,Ambient,6,6,Ambient.1
31/07/2019,0.5,0,2.38,2.88,5,43,Present,Ambient,5,5.1,Ambient.1
31/07/2019,0.38,0,2.29,2.67,7,43,Present,Ambient,5,5.2,Ambient.1
31/07/2019,0.37,0,1.25,1.62,9,43,Present,Ambient,5,5,Ambient.1
31/07/2019,0.55,0,1.3,1.85,10,44,Present,Ambient,5,6.1,Ambient.1
31/07/2019,0.57,0,2.87,3.44,10,44,Present,Ambient,5,6.2,Ambient.1
31/07/2019,0.22,0.02,0.88,1.12,19,44,Present,Ambient,5,6,Ambient.1
31/07/2019,0.42,0,1.49,1.91,8,45,Absent,Ambient,6,7.1,Ambient.1
31/07/2019,0.57,0,2.63,3.2,4,45,Absent,Ambient,6,7.2,Ambient.1
31/07/2019,0.36,0,2.7,3.06,5,45,Absent,Ambient,6,7,Ambient.1
31/07/2019,0.39,0,1.22,1.61,5,46,Absent,Ambient,6,8.1,Ambient.1
31/07/2019,0.33,0,1.32,1.65,6,46,Absent,Ambient,6,8.2,Ambient.1
31/07/2019,0.66,0,3.27,3.93,7,46,Absent,Ambient,6,8,Ambient.1
31/07/2019,0.46,0,1.72,2.18,12,47,Present,Ambient,5,7.1,Ambient.1
31/07/2019,0.57,0,2.65,3.22,10,47,Present,Ambient,5,7.2,Ambient.1
31/07/2019,0.28,0.01,1.28,1.57,18,47,Present,Ambient,5,7,Ambient.1
31/07/2019,0.37,0,1.05,1.42,16,48,Present,Ambient,5,8.1,Ambient.1
31/07/2019,0.56,0,1.9,2.46,9,48,Present,Ambient,5,8.2,Ambient.1
31/07/2019,0.47,0,1.58,2.05,14,48,Present,Ambient,5,8,Ambient.1
